,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,PxV,Day_Perc_Change,Trend
63,2019-07-26,1943.05,1942.0,1950.89,1924.51,4.93M,4930000,7,2019,9579236500.0,0.016000418311589826,No Change
64,2019-07-25,1973.82,2001.0,2001.2,1972.72,4.14M,4139999,7,2019,8171612826.179999,0.015835928051259662,No Change
65,2019-07-24,2000.81,1969.3,2001.3,1965.87,2.63M,2630000,7,2019,5262130300.0,0.01367399256264501,No Change
66,2019-07-23,1994.49,1995.99,1997.79,1973.13,2.70M,2700000,7,2019,5385123000.0,-0.003158720718109187,No Change
67,2019-07-22,1985.63,1971.14,1989.0,1958.26,2.91M,2910000,7,2019,5778183300.0,-0.004442238366700213,No Change
68,2019-07-19,1964.52,1991.21,1996.0,1962.23,3.19M,3190000,7,2019,6266818800.0,-0.010631386512089391,No Change
69,2019-07-18,1977.9,1980.01,1987.5,1951.55,3.50M,3500000,7,2019,6922650000.0,0.006810824018080863,No Change
70,2019-07-17,1992.03,2007.05,2012.0,1992.03,2.56M,2560000,7,2019,5099596800.0,0.007143940543000049,No Change
71,2019-07-16,2009.9,2010.58,2026.32,2001.22,2.62M,2620000,7,2019,5265938000.0,0.008970748432503672,No Change
72,2019-07-15,2020.99,2021.4,2022.9,2001.55,2.98M,2980000,7,2019,6022550200.0,0.005517687447136543,No Change
73,2019-07-12,2011.0,2008.27,2017.0,2003.87,2.51M,2510000,7,2019,5047610000.0,-0.004943121935289119,No Change
74,2019-07-11,2001.07,2025.62,2035.8,1995.3,4.32M,4320000,7,2019,8644622400.0,-0.004937841869716575,No Change
75,2019-07-10,2017.41,1996.51,2024.94,1995.4,4.93M,4930000,7,2019,9945831300.0,0.008165631387207828,No Change
76,2019-07-09,1988.3,1947.8,1990.01,1943.47,4.35M,4350000,7,2019,8649105000.0,-0.014429392141409147,No Change
77,2019-07-08,1952.32,1934.12,1956.0,1928.25,2.88M,2880000,7,2019,5622681600.0,-0.018095860785595774,No Change
78,2019-07-05,1942.91,1928.6,1945.9,1925.3,2.63M,2630000,7,2019,5109853300.0,-0.0048199065726929335,No Change
79,2019-07-03,1939.0,1935.89,1941.59,1930.5,1.69M,1690000,7,2019,3276910000.0,-0.0020124452496513845,No Change
80,2019-07-02,1934.31,1919.38,1934.79,1906.63,2.65M,2650000,7,2019,5125921500.0,-0.0024187725631769075,No Change
81,2019-07-01,1922.19,1922.98,1929.82,1914.66,3.20M,3200000,7,2019,6151008000.0,-0.006265800207825967,No Change
82,2019-06-28,1893.63,1909.1,1912.94,1884.0,3.04M,3040000,6,2019,5756635200.0,-0.014858052533828547,No Change
83,2019-06-27,1904.28,1902.0,1911.24,1898.04,2.14M,2140000,6,2019,4075159200.0,0.005624118756039964,No Change
84,2019-06-26,1897.83,1892.48,1903.8,1887.32,2.44M,2440000,6,2019,4630705200.0,-0.0033871069380553287,No Change
85,2019-06-25,1878.27,1911.84,1916.38,1872.42,3.01M,3010000,6,2019,5653592700.0,-0.01030650795909005,No Change
86,2019-06-24,1913.9,1912.66,1916.86,1901.3,2.28M,2280000,6,2019,4363692000.0,0.018969583712671767,No Change
87,2019-06-21,1911.3,1916.1,1925.95,1907.58,3.93M,3930000,6,2019,7511409000.0,-0.001358482679345907,No Change
88,2019-06-20,1918.19,1933.33,1935.2,1905.8,3.22M,3220000,6,2019,6176571800.0,0.00360487626223005,No Change
89,2019-06-19,1908.79,1907.84,1919.58,1892.47,2.90M,2900000,6,2019,5535491000.0,-0.0049004530312430905,No Change
90,2019-06-18,1901.37,1901.35,1921.67,1899.79,3.90M,3900000,6,2019,7415343000.0,-0.0038872793759398006,No Change
91,2019-06-17,1886.03,1876.5,1895.69,1875.45,2.63M,2630000,6,2019,4960258900.0,-0.008067866853900041,No Change
92,2019-06-14,1869.67,1864.0,1876.0,1859.0,2.85M,2850000,6,2019,5328559500.0,-0.008674305286766382,No Change
93,2019-06-13,1870.3,1866.72,1883.09,1862.22,2.80M,2800000,6,2019,5236840000.0,0.00033695785887344343,No Change
94,2019-06-12,1855.32,1853.98,1865.0,1844.38,2.68M,2680000,6,2019,4972257600.0,-0.008009410255039318,No Change
95,2019-06-11,1863.7,1883.25,1893.7,1858.0,4.04M,4040000,6,2019,7529348000.0,0.004516741047366546,No Change
96,2019-06-10,1860.63,1822.0,1884.87,1818.0,5.37M,5370000,6,2019,9991583100.0,-0.0016472608252400267,No Change
97,2019-06-07,1804.03,1763.7,1806.25,1759.49,4.81M,4810000,6,2019,8677384300.0,-0.03041980404486655,No Change
98,2019-06-06,1754.36,1737.71,1760.0,1726.13,3.69M,3690000,6,2019,6473588400.0,-0.027532801560949727,No Change
99,2019-06-05,1738.5,1749.6,1752.0,1715.25,4.24M,4240000,6,2019,7371240000.0,-0.009040333796940137,No Change
100,2019-06-04,1729.56,1699.24,1730.82,1680.89,5.68M,5680000,6,2019,9823900800.0,-0.0051423641069887616,No Change
101,2019-06-03,1692.69,1760.01,1766.29,1672.0,9.10M,9100000,6,2019,15403479000.0,-0.0213175605356275,No Change
102,2019-05-31,1775.07,1790.01,1795.59,1772.7,4.62M,4620000,5,2019,8200823400.0,0.048668096343689626,No Change
103,2019-05-30,1816.32,1825.49,1829.47,1807.83,3.15M,3150000,5,2019,5721408000.0,0.02323852017103545,No Change
104,2019-05-29,1819.19,1823.12,1830.0,1807.53,4.28M,4280000,5,2019,7786133200.0,0.001580118040873879,No Change
105,2019-05-28,1836.43,1832.75,1849.27,1827.35,3.20M,3200000,5,2019,5876576000.0,0.009476745144817222,No Change
106,2019-05-24,1823.28,1835.89,1841.76,1817.85,3.37M,3370000,5,2019,6144453600.0,-0.007160632313782722,No Change
107,2019-05-23,1815.48,1836.59,1844.0,1804.2,4.42M,4420000,5,2019,8024421600.0,-0.004278004475450792,No Change
108,2019-05-22,1859.68,1851.78,1871.48,1851.0,2.94M,2940000,5,2019,5467459200.0,0.024346178421133846,No Change
109,2019-05-21,1857.52,1874.79,1879.0,1846.0,4.01M,4010000,5,2019,7448655200.0,-0.0011614901488428142,No Change
110,2019-05-20,1858.97,1852.69,1867.78,1835.54,3.80M,3800000,5,2019,7064086000.0,0.00078061070674873,No Change
111,2019-05-17,1869.0,1893.05,1910.53,1867.33,4.74M,4740000,5,2019,8859060000.0,0.00539546092728771,No Change
112,2019-05-16,1907.57,1885.94,1917.51,1882.29,4.71M,4710000,5,2019,8984654700.0,0.02063670411985008,No Change
113,2019-05-15,1871.15,1827.95,1874.43,1823.0,4.69M,4690000,5,2019,8775693500.0,-0.019092353098444592,No Change
114,2019-05-14,1840.12,1839.5,1852.44,1815.75,4.63M,4630000,5,2019,8519755599.999999,-0.016583384549608615,No Change
115,2019-05-13,1822.68,1836.56,1846.54,1818.0,5.78M,5780000,5,2019,10535090400.0,-0.009477642762428462,No Change
116,2019-05-10,1889.98,1898.0,1903.79,1856.0,5.72M,5720000,5,2019,10810685600.0,0.036923650887703774,No Change
117,2019-05-09,1899.87,1900.0,1909.4,1876.0,5.31M,5310000,5,2019,10088309700.0,0.005232859606979945,No Change
118,2019-05-08,1917.77,1918.87,1935.37,1910.0,4.08M,4080000,5,2019,7824501600.0,0.009421697274023977,No Change
119,2019-05-07,1921.0,1939.99,1949.1,1903.38,5.90M,5900000,5,2019,11333900000.0,0.0016842478503678038,No Change
120,2019-05-06,1950.55,1917.98,1959.0,1910.5,5.42M,5420000,5,2019,10571981000.0,0.015382613222280073,No Change
121,2019-05-03,1962.46,1949.0,1964.4,1936.0,6.38M,6380000,5,2019,12520494800.0,0.006105970110994452,No Change
122,2019-05-02,1900.82,1913.33,1921.55,1881.87,3.96M,3960000,5,2019,7527247200.0,-0.031409557392252596,No Change
123,2019-05-01,1911.52,1933.09,1943.64,1910.55,3.12M,3120000,5,2019,5963942400.0,0.005629149524941868,No Change
124,2019-04-30,1926.52,1930.1,1935.71,1906.95,3.51M,3510000,4,2019,6762085200.0,0.007847158282414002,No Change
125,2019-04-29,1938.43,1949.0,1956.34,1934.09,4.02M,4019999,4,2019,7792486661.570001,0.006182131511741407,No Change
126,2019-04-26,1950.63,1929.0,1951.0,1898.0,8.43M,8430000,4,2019,16443810900.0,0.006293753192016194,No Change
127,2019-04-25,1902.25,1917.0,1922.45,1900.31,6.10M,6100000,4,2019,11603725000.0,-0.024802243377780586,No Change
128,2019-04-24,1901.75,1925.0,1929.69,1898.16,3.68M,3680000,4,2019,6998440000.0,-0.0002628466289920084,No Change
129,2019-04-23,1923.77,1891.2,1929.26,1889.58,4.64M,4640000,4,2019,8926292800.0,0.011578808991718148,No Change
130,2019-04-22,1887.31,1855.4,1888.42,1845.64,3.37M,3370000,4,2019,6360234700.0,-0.01895236956600843,No Change
131,2019-04-18,1861.69,1868.79,1870.82,1859.48,2.75M,2750000,4,2019,5119647500.0,-0.013574876411400316,No Change
132,2019-04-17,1864.82,1872.99,1876.47,1860.44,2.89M,2890000,4,2019,5389329800.0,0.001681268095117705,No Change
133,2019-04-16,1863.04,1851.35,1869.77,1848.0,3.04M,3040000,4,2019,5663641600.0,-0.0009545157173346253,No Change
134,2019-04-15,1844.87,1842.0,1846.85,1818.9,3.72M,3720000,4,2019,6862916400.0,-0.009752877018206818,No Change
135,2019-04-12,1843.06,1848.4,1851.5,1841.3,3.11M,3110000,4,2019,5731916600.0,-0.0009810989392206038,No Change
136,2019-04-11,1844.07,1848.7,1849.95,1840.31,2.65M,2650000,4,2019,4886785500.0,0.0005480016928369746,No Change
137,2019-04-10,1847.33,1841.0,1848.0,1828.81,2.96M,2960000,4,2019,5468096800.0,0.0017678287700575446,No Change
138,2019-04-09,1835.84,1845.49,1853.09,1831.78,3.71M,3710000,4,2019,6810966400.0,-0.0062197874770615336,No Change
139,2019-04-08,1849.86,1833.23,1850.2,1825.11,3.75M,3750000,4,2019,6936975000.0,0.007636831096391905,No Change
140,2019-04-05,1837.28,1829.0,1838.58,1825.19,3.64M,3640000,4,2019,6687699200.0,-0.0068005146335398114,No Change
141,2019-04-04,1818.86,1820.65,1828.75,1804.2,3.62M,3620000,4,2019,6584273200.0,-0.010025690150657574,No Change
142,2019-04-03,1820.7,1826.72,1830.0,1809.62,3.98M,3980000,4,2019,7246386000.0,0.0010116226647460813,No Change
143,2019-04-02,1813.98,1811.02,1820.0,1805.12,3.45M,3450000,4,2019,6258231000.0,-0.0036908881199538834,No Change
144,2019-04-01,1814.19,1800.11,1815.67,1798.73,4.24M,4240000,4,2019,7692165600.0,0.00011576753878217438,No Change
145,2019-03-29,1780.75,1786.58,1792.86,1776.63,3.32M,3320000,3,2019,5912090000.0,-0.01843246848455793,No Change
146,2019-03-28,1773.42,1770.0,1777.93,1753.47,3.04M,3040000,3,2019,5391196800.0,-0.004116243155973587,No Change
147,2019-03-27,1765.7,1784.13,1787.5,1745.68,4.32M,4320000,3,2019,7627824000.0,-0.004353170709702203,No Change
148,2019-03-26,1783.76,1793.0,1805.77,1773.36,4.87M,4870000,3,2019,8686911200.0,0.010228238092541142,No Change
149,2019-03-25,1774.26,1757.79,1782.68,1747.5,5.10M,5100000,3,2019,9048726000.0,-0.0053258285868054145,No Change
150,2019-03-22,1764.77,1810.17,1818.98,1763.11,6.36M,6360000,3,2019,11223937200.0,-0.005348708757453857,No Change
151,2019-03-21,1819.26,1796.26,1823.75,1787.28,5.77M,5770000,3,2019,10497130200.0,0.030876544818871476,No Change
152,2019-03-20,1797.27,1769.94,1799.5,1767.03,6.27M,6270000,3,2019,11268882900.0,-0.012087332211998314,No Change
153,2019-03-19,1761.85,1753.51,1784.16,1753.51,6.36M,6360000,3,2019,11205366000.0,-0.019707667740517576,No Change
154,2019-03-18,1742.15,1712.7,1750.0,1712.63,5.43M,5430000,3,2019,9459874500.0,-0.011181428611970246,No Change
155,2019-03-15,1712.36,1703.0,1718.8,1693.13,7.55M,7550000,3,2019,12928318000.0,-0.017099560887409382,No Change
156,2019-03-14,1686.22,1691.2,1702.0,1684.34,2.95M,2950000,3,2019,4974349000.0,-0.015265481557616312,No Change
157,2019-03-13,1690.81,1683.0,1700.0,1679.35,3.55M,3550000,3,2019,6002375500.0,0.002722064736511154,No Change
158,2019-03-12,1673.1,1669.0,1684.27,1660.98,3.61M,3610000,3,2019,6039891000.0,-0.010474269728709906,No Change
159,2019-03-11,1670.62,1626.12,1672.29,1626.01,3.88M,3880000,3,2019,6482005600.0,-0.0014822784053553084,No Change
160,2019-03-08,1620.8,1604.01,1622.72,1586.57,4.67M,4670000,3,2019,7569136000.0,-0.02982126396188234,No Change
161,2019-03-07,1625.95,1667.37,1669.75,1620.51,4.96M,4960000,3,2019,8064712000.0,0.0031774432379072515,No Change
162,2019-03-06,1668.95,1695.97,1697.75,1668.28,4.00M,4000000,3,2019,6675800000.0,0.02644607767766538,No Change
163,2019-03-05,1692.43,1702.95,1707.8,1689.01,3.68M,3680000,3,2019,6228142400.0,0.014068725845591601,No Change
164,2019-03-04,1696.17,1685.0,1709.43,1674.36,6.17M,6170000,3,2019,10465368900.0,0.0022098402888155455,No Change
165,2019-03-01,1671.73,1655.13,1674.26,1651.0,4.97M,4970000,3,2019,8308498100.0,-0.014408933066850649,No Change
166,2019-02-28,1639.83,1635.25,1651.77,1633.83,3.03M,3030000,2,2019,4968684900.0,-0.019082028796516215,No Change
167,2019-02-27,1641.09,1628.18,1641.81,1615.1,3.15M,3150000,2,2019,5169433500.0,0.0007683723312781332,No Change
168,2019-02-26,1636.4,1625.98,1639.99,1616.13,2.67M,2670000,2,2019,4369188000.0,-0.0028578566684336337,No Change
169,2019-02-25,1633.0,1641.45,1654.6,1630.39,3.18M,3180000,2,2019,5192940000.0,-0.0020777316059643613,No Change
170,2019-02-22,1631.56,1623.5,1634.94,1621.17,3.10M,3100000,2,2019,5057836000.0,-0.0008818126148193439,No Change
171,2019-02-21,1619.44,1619.85,1623.56,1600.91,3.48M,3480000,2,2019,5635651200.0,-0.00742847336291641,No Change
172,2019-02-20,1622.1,1630.0,1634.93,1610.12,3.34M,3340000,2,2019,5417814000.0,0.0016425431013189495,No Change
173,2019-02-19,1627.58,1601.0,1634.0,1600.56,3.68M,3680000,2,2019,5989494400.0,0.0033783367239996753,No Change
174,2019-02-15,1607.95,1627.86,1628.91,1604.5,4.34M,4340000,2,2019,6978503000.0,-0.01206085107951671,No Change
175,2019-02-14,1622.65,1624.5,1637.9,1606.06,4.12M,4120000,2,2019,6685318000.0,0.009142075313287146,No Change
176,2019-02-13,1640.0,1647.0,1656.38,1637.11,3.56M,3560000,2,2019,5838400000.0,0.01069238591193411,No Change
177,2019-02-12,1638.01,1604.0,1639.39,1598.88,4.86M,4860000,2,2019,7960728600.0,-0.0012134146341463703,No Change
178,2019-02-11,1591.0,1600.98,1609.29,1586.0,3.32M,3320000,2,2019,5282120000.0,-0.028699458489264362,No Change
179,2019-02-08,1588.22,1586.0,1588.59,1566.76,5.66M,5660000,2,2019,8989325200.0,-0.0017473287240729052,No Change
180,2019-02-07,1614.37,1625.0,1625.54,1592.91,4.63M,4630000,2,2019,7474533099.999999,0.016464973366410174,No Change
181,2019-02-06,1640.26,1670.75,1672.26,1633.34,3.94M,3940000,2,2019,6462624400.0,0.016037215755991596,No Change
182,2019-02-05,1658.81,1643.34,1665.26,1642.5,4.45M,4450000,2,2019,7381704500.0,0.011309182690548925,No Change
183,2019-02-04,1633.31,1623.0,1649.63,1613.5,4.93M,4930000,2,2019,8052218300.0,-0.01537246580379914,No Change
184,2019-02-01,1626.23,1638.88,1673.06,1622.01,11.51M,11510000,2,2019,18717907300.0,-0.004334755802633872,No Change
185,2019-01-31,1718.73,1692.85,1736.41,1679.08,10.91M,10910000,1,2019,18751344300.0,0.05688002312096074,No Change
186,2019-01-30,1670.43,1623.0,1676.95,1619.68,5.78M,5780000,1,2019,9655085400.0,-0.02810214518859855,No Change
187,2019-01-29,1593.88,1631.27,1632.38,1590.72,4.63M,4630000,1,2019,7379664400.000001,-0.04582652370946405,No Change
188,2019-01-28,1637.89,1643.59,1645.0,1614.09,4.84M,4840000,1,2019,7927387600.000001,0.027611865385098078,No Change
189,2019-01-25,1670.57,1670.5,1683.48,1661.61,4.96M,4960000,1,2019,8286027200.0,0.019952499862627926,No Change
190,2019-01-24,1654.93,1641.07,1657.26,1631.78,4.09M,4090000,1,2019,6768663700.0,-0.009362074022638889,No Change
191,2019-01-23,1640.02,1656.0,1657.43,1612.0,5.23M,5230000,1,2019,8577304600.0,-0.009009444508226938,No Change
192,2019-01-22,1632.17,1681.0,1681.87,1610.2,6.42M,6420000,1,2019,10478531400.0,-0.004786526993573181,No Change
193,2019-01-18,1696.2,1712.0,1716.2,1691.54,6.02M,6020000,1,2019,10211124000.0,0.03922998217097473,No Change
194,2019-01-17,1693.22,1680.0,1700.17,1677.5,4.21M,4210000,1,2019,7128456200.0,-0.001756868293833258,No Change
195,2019-01-16,1683.78,1684.22,1705.0,1675.88,6.37M,6370000,1,2019,10725678600.0,-0.0055751762913266445,No Change
196,2019-01-15,1674.56,1632.0,1675.16,1626.01,6.00M,6000000,1,2019,10047360000.0,-0.005475774744919226,No Change
197,2019-01-14,1617.21,1615.0,1648.2,1595.15,6.01M,6010000,1,2019,9719432100.0,-0.03424780240779657,No Change
198,2019-01-11,1640.56,1640.55,1660.29,1636.22,4.69M,4690000,1,2019,7694226400.0,0.014438446460261822,No Change
199,2019-01-10,1656.22,1641.01,1663.25,1621.62,6.51M,6510000,1,2019,10781992200.0,0.009545521041595562,No Change
200,2019-01-09,1659.42,1652.98,1667.8,1641.4,6.35M,6350000,1,2019,10537317000.0,0.001932110468416015,No Change
201,2019-01-08,1656.58,1664.69,1676.61,1616.61,8.88M,8880000,1,2019,14710430400.0,-0.0017114413469767609,No Change
202,2019-01-07,1629.51,1602.31,1634.56,1589.18,7.99M,7990000,1,2019,13019784900.0,-0.016340895097127772,No Change
203,2019-01-04,1575.39,1530.0,1594.0,1518.31,9.18M,9180000,1,2019,14462080200.0,-0.033212438094887387,No Change
204,2019-01-03,1500.28,1520.01,1538.0,1497.11,6.98M,6980000,1,2019,10471954400.0,-0.04767708313496988,No Change
205,2019-01-02,1539.13,1465.2,1553.36,1460.93,7.98M,7980000,1,2019,12282257400.0,0.025895166235636147,No Change
206,2018-12-31,1501.97,1510.8,1520.76,1487.0,6.95M,6950000,12,2018,10438691500.0,-0.02414350964505929,No Change
207,2018-12-28,1478.02,1473.35,1513.47,1449.0,8.83M,8830000,12,2018,13050916600.0,-0.015945724615005652,No Change
208,2018-12-27,1461.64,1454.2,1469.0,1390.31,9.72M,9720000,12,2018,14207140800.000002,-0.011082394013612773,No Change
209,2018-12-26,1470.9,1368.89,1473.16,1363.01,10.41M,10410000,12,2018,15312069000.0,0.00633534933362534,No Change
210,2018-12-24,1343.96,1346.0,1396.03,1307.0,7.22M,7220000,12,2018,9703391200.0,-0.08630090420830783,No Change
211,2018-12-21,1377.45,1464.99,1480.0,1363.96,13.64M,13640000,12,2018,18788418000.0,0.024918896395726087,No Change
212,2018-12-20,1460.83,1484.0,1509.5,1432.69,9.99M,9990000,12,2018,14593691700.0,0.060532142727503624,No Change
213,2018-12-19,1495.08,1543.05,1584.53,1483.18,8.79M,8790000,12,2018,13141753200.0,0.023445575460525836,No Change
214,2018-12-18,1551.48,1540.0,1567.55,1523.01,6.52M,6520000,12,2018,10115649600.0,0.037723733847018215,No Change
215,2018-12-17,1520.91,1566.0,1576.13,1505.01,8.83M,8830000,12,2018,13429635300.0,-0.019703766725964855,No Change
216,2018-12-14,1591.91,1638.0,1642.57,1585.0,6.37M,6370000,12,2018,10140466700.0,0.04668257819331845,No Change
217,2018-12-13,1658.38,1680.0,1692.12,1641.5,5.27M,5270000,12,2018,8739662600.0,0.04175487307699566,No Change
218,2018-12-12,1663.54,1669.0,1704.99,1660.27,6.60M,6600000,12,2018,10979364000.0,0.0031114702299834818,No Change
219,2018-12-11,1643.24,1678.0,1679.47,1619.6,6.24M,6240000,12,2018,10253817600.0,-0.012202892626567374,No Change
220,2018-12-10,1641.03,1623.84,1657.99,1590.87,7.49M,7490000,12,2018,12291314700.0,-0.0013449039702052579,No Change
221,2018-12-07,1629.13,1705.07,1718.93,1625.46,7.58M,7580000,12,2018,12348805400.0,-0.007251543238088187,No Change
222,2018-12-06,1699.19,1614.87,1701.05,1609.85,8.79M,8790000,12,2018,14935880100.0,0.04300454843996482,No Change
223,2018-12-04,1668.4,1756.0,1770.34,1665.0,8.69M,8690000,12,2018,14498396000.0,-0.018120398542835092,No Change
224,2018-12-03,1772.36,1769.46,1778.34,1730.0,6.86M,6860000,12,2018,12158389600.0,0.062311196355789855,No Change
225,2018-11-30,1690.17,1679.5,1696.0,1666.5,5.76M,5760000,11,2018,9735379200.0,-0.04637319731882905,No Change
226,2018-11-29,1673.57,1674.99,1689.99,1652.33,6.61M,6610000,11,2018,11062297700.0,-0.00982149724583925,No Change
227,2018-11-28,1677.75,1613.92,1681.45,1601.21,8.46M,8460000,11,2018,14193765000.0,0.002497654714173958,No Change
228,2018-11-27,1581.42,1575.99,1597.65,1558.01,5.78M,5780000,11,2018,9140607600.0,-0.057416182387125536,No Change
229,2018-11-26,1581.33,1539.0,1584.81,1524.22,6.26M,6260000,11,2018,9899125800.0,-5.691087756587443e-05,No Change
230,2018-11-23,1502.06,1517.0,1536.2,1501.81,2.71M,2710000,11,2018,4070582600.0,-0.05012868914141888,No Change
231,2018-11-21,1516.73,1542.99,1550.0,1515.0,5.72M,5720000,11,2018,8675695600.0,0.009766587220217726,No Change
232,2018-11-20,1495.46,1437.5,1534.75,1420.0,10.88M,10880000,11,2018,16270604800.0,-0.014023590223704918,No Change
233,2018-11-19,1512.29,1577.01,1581.19,1503.36,7.79M,7790000,11,2018,11780739100.0,0.01125406229521353,No Change
234,2018-11-16,1593.41,1587.5,1614.48,1573.12,6.07M,6070000,11,2018,9671998700.0,0.0536405054586091,No Change
235,2018-11-15,1619.44,1581.01,1624.82,1546.51,8.43M,8430000,11,2018,13651879200.0,0.016336034040203007,No Change
236,2018-11-14,1599.01,1656.32,1673.0,1597.07,6.49M,6490000,11,2018,10377574900.0,-0.01261547201501756,No Change
237,2018-11-13,1631.17,1649.29,1677.06,1613.75,5.93M,5930000,11,2018,9672838100.0,0.02011244457508088,No Change
238,2018-11-12,1636.85,1698.24,1708.55,1630.01,6.81M,6810000,11,2018,11146948500.0,0.003482163109914893,No Change
239,2018-11-09,1712.43,1732.5,1743.92,1701.87,5.90M,5900000,11,2018,10103337000.0,0.046174053822891636,No Change
240,2018-11-08,1754.91,1755.0,1784.0,1725.11,6.53M,6530000,11,2018,11459562300.0,0.024806853418825936,No Change
241,2018-11-07,1755.49,1673.0,1759.23,1664.08,8.19M,8189999,11,2018,14377461344.51,0.00033050127926781414,No Change
242,2018-11-06,1642.81,1618.35,1665.0,1614.55,4.26M,4260000,11,2018,6998370600.0,-0.06418720699064084,No Change
243,2018-11-05,1627.8,1657.57,1658.09,1596.36,5.62M,5620000,11,2018,9148236000.0,-0.009136783925103975,No Change
