,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,PxV,Day_Perc_Change,Trend
35,2019-09-05,1840.72,1821.95,1842.0,1815.58,3.33M,3330000,9,2019,6129597600.0,0.003932348337342129,No Change
36,2019-09-04,1800.62,1805.0,1807.63,1796.23,2.33M,2330000,9,2019,4195444599.9999995,-0.02178495371376421,No Change
37,2019-09-03,1789.84,1770.0,1800.8,1768.0,3.55M,3550000,9,2019,6353932000.0,-0.0059868267596716596,No Change
38,2019-08-30,1776.29,1797.49,1799.74,1764.57,3.06M,3060000,8,2019,5435447400.0,-0.00757050909578505,No Change
39,2019-08-29,1786.4,1783.0,1798.55,1777.25,3.02M,3020000,8,2019,5394928000.0,0.00569163818971008,No Change
40,2019-08-28,1764.25,1755.0,1767.86,1744.05,2.42M,2420000,8,2019,4269485000.0,-0.012399238692342163,No Change
41,2019-08-27,1761.83,1775.73,1779.4,1746.68,3.03M,3030000,8,2019,5338344900.0,-0.001371687685985612,No Change
42,2019-08-26,1768.87,1766.91,1770.0,1743.51,3.09M,3090000,8,2019,5465808300.0,0.003995845229108452,No Change
43,2019-08-23,1749.62,1793.03,1804.9,1745.23,5.28M,5280000,8,2019,9237993600.0,-0.010882653897686057,No Change
44,2019-08-22,1805.6,1828.0,1829.41,1800.1,2.66M,2660000,8,2019,4802896000.0,0.03199551902698872,No Change
45,2019-08-21,1823.54,1819.39,1829.58,1815.0,2.04M,2040000,8,2019,3720021600.0,0.009935755427558757,No Change
46,2019-08-20,1801.38,1814.5,1816.82,1799.88,1.93M,1930000,8,2019,3476663400.0,-0.01215218750342728,No Change
47,2019-08-19,1816.12,1818.08,1826.0,1812.61,2.82M,2820000,8,2019,5121458400.0,0.008182615550300198,No Change
48,2019-08-16,1792.57,1792.89,1802.91,1784.55,3.05M,3050000,8,2019,5467338500.0,-0.012967204810254818,No Change
49,2019-08-15,1776.12,1781.99,1788.0,1761.96,3.81M,3810000,8,2019,6767017200.0,-0.009176768550182124,No Change
50,2019-08-14,1762.96,1793.01,1795.65,1757.21,4.89M,4890000,8,2019,8620874400.0,-0.0074094092741480155,No Change
51,2019-08-13,1824.34,1783.0,1831.74,1780.0,4.08M,4080000,8,2019,7443307200.0,0.03481644506965553,No Change
52,2019-08-12,1784.92,1795.99,1800.98,1777.0,2.91M,2910000,8,2019,5194117200.0,-0.021607814332854525,No Change
53,2019-08-09,1807.58,1828.95,1831.09,1802.22,2.88M,2880000,8,2019,5205830400.0,0.012695246845797037,No Change
54,2019-08-08,1832.89,1806.0,1834.26,1798.11,3.70M,3700000,8,2019,6781693000.0,0.01400214651633691,No Change
55,2019-08-07,1793.4,1773.99,1798.93,1757.0,4.53M,4530000,8,2019,8124102000.0,-0.021545210023514727,No Change
56,2019-08-06,1787.83,1792.23,1793.77,1753.4,5.07M,5070000,8,2019,9064298100.0,-0.003105832496933303,No Change
57,2019-08-05,1765.13,1770.22,1788.67,1748.78,6.06M,6060000,8,2019,10696687800.0,-0.012696956645765978,No Change
58,2019-08-02,1823.24,1845.07,1846.36,1808.02,4.96M,4960000,8,2019,9043270400.0,0.03292108796519222,No Change
59,2019-08-01,1855.32,1871.72,1897.92,1844.01,4.71M,4710000,8,2019,8738557200.0,0.017595050569316095,No Change
60,2019-07-31,1866.78,1898.11,1899.55,1849.44,4.47M,4470000,7,2019,8344506600.0,0.00617683202897612,No Change
61,2019-07-30,1898.53,1891.12,1909.89,1883.48,2.91M,2910000,7,2019,5524722300.0,0.017007895949174623,No Change
62,2019-07-29,1912.45,1930.0,1932.23,1890.54,4.49M,4490000,7,2019,8586900500.0,0.007331988433156189,No Change
