Unnamed: 0,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,PxV,Day_Perc_Change,Trend,Rolling_14,ubollinger,dbollinger
311,2018-07-31,1777.44,1786.49,1801.83,1739.32,5.74M,5740000,7,2018,10202505600.0,-0.010978371550827148,No Change,1862.929285714287,2337.6786979586345,1388.1798734699396
312,2018-07-30,1779.22,1827.33,1829.5,1766.02,6.56M,6560000,7,2018,11671683200.0,0.00100144027365201,No Change,1855.5721428571444,2330.321555101492,1380.822730612797
313,2018-07-27,1817.27,1876.05,1880.05,1806.53,9.68M,9680000,7,2018,17591173600.0,0.021385775789390937,No Change,1850.6257142857157,2325.3751265300634,1375.8763020413683
314,2018-07-26,1808.0,1839.0,1844.68,1804.5,9.92M,9920000,7,2018,17935360000.0,-0.005101058180677631,No Change,1845.2957142857158,2320.0451265300635,1370.5463020413683
315,2018-07-25,1863.61,1829.3,1863.84,1822.64,3.84M,3840000,7,2018,7156262400.0,0.03075774336283188,No Change,1841.2928571428586,2316.042269387206,1366.543444898511
316,2018-07-24,1829.24,1829.01,1840.0,1809.38,4.28M,4280000,7,2018,7829147200.0,-0.0184426999211208,No Change,1836.5100000000016,2311.2594122443493,1361.7605877556541
317,2018-07-23,1802.0,1812.21,1819.0,1769.99,3.89M,3890000,7,2018,7009780000.0,-0.01489143032078899,No Change,1830.488571428573,2305.2379836729206,1355.7391591842256
318,2018-07-20,1813.7,1825.01,1834.84,1810.06,3.89M,3890000,7,2018,7055293000.0,0.006492785793562828,No Change,1824.4300000000017,2299.1794122443494,1349.6805877556542
319,2018-07-19,1812.97,1829.46,1841.0,1811.27,4.68M,4680000,7,2018,8484699600.0,-0.00040249214313281545,No Change,1819.1764285714303,2293.925840815778,1344.4270163270828
320,2018-07-18,1842.92,1848.0,1858.88,1831.27,4.86M,4860000,7,2018,8956591200.0,0.016519854161955342,No Change,1817.7792857142872,2292.528697958635,1343.0298734699397
321,2018-07-17,1843.93,1811.56,1851.69,1797.38,5.68M,5680000,7,2018,10473522400.0,0.0005480433225533153,No Change,1817.5064285714302,2292.255840815778,1342.7570163270827
322,2018-07-16,1822.49,1821.95,1841.95,1814.45,5.47M,5470000,7,2018,9969020300.0,-0.01162733943262495,No Change,1817.4492857142873,2292.198697958635,1342.6998734699398
323,2018-07-13,1813.03,1803.93,1815.3,1795.22,4.39M,4390000,7,2018,7959201700.0,-0.005190700634845724,No Change,1815.9278571428586,2290.6772693872063,1341.178444898511
324,2018-07-12,1796.62,1764.51,1798.0,1762.18,4.53M,4530000,7,2018,8138688599.999998,-0.009051146423390777,No Change,1815.8885714285727,2290.63798367292,1341.1391591842253
325,2018-07-11,1755.0,1737.99,1756.96,1734.0,3.21M,3210000,7,2018,5633550000.0,-0.023165722300764743,No Change,1814.2857142857156,2289.0351265300633,1339.5363020413681
326,2018-07-10,1743.07,1738.53,1750.0,1731.0,3.00M,3000000,7,2018,5229210000.0,-0.006797720797720785,No Change,1811.7035714285726,2286.4529836729203,1336.954159184225
327,2018-07-09,1739.02,1724.05,1739.56,1716.23,3.01M,3010000,7,2018,5234450200.0,-0.0023234867217036825,No Change,1806.114285714287,2280.8636979586345,1331.3648734699395
328,2018-07-06,1710.63,1696.0,1715.27,1691.67,2.65M,2650000,7,2018,4533169500.0,-0.016325286655702542,No Change,1799.159285714287,2273.9086979586345,1324.4098734699396
329,2018-07-05,1699.73,1705.38,1710.69,1682.15,2.98M,2980000,7,2018,5065195400.0,-0.006371921455837981,No Change,1787.4535714285726,2262.2029836729203,1312.704159184225
330,2018-07-03,1693.96,1723.96,1725.0,1692.48,2.18M,2180000,7,2018,3692832800.0,-0.003394656798432649,No Change,1777.7907142857152,2252.540126530063,1303.0413020413678
331,2018-07-02,1713.78,1682.7,1713.89,1678.06,3.19M,3190000,7,2018,5466958200.0,0.011700394342251341,No Change,1771.4892857142866,2246.238697958634,1296.739873469939
332,2018-06-29,1699.8,1717.0,1723.41,1694.32,4.54M,4540000,6,2018,7717092000.0,-0.008157406434898262,No Change,1763.3535714285722,2238.10298367292,1288.6041591842247
333,2018-06-28,1701.45,1672.54,1705.5,1661.17,4.53M,4530000,6,2018,7707568500.0,0.0009707024355807279,No Change,1755.387857142858,2230.1372693872054,1280.6384448985104
334,2018-06-27,1660.51,1708.11,1711.95,1660.0,4.87M,4870000,6,2018,8086683700.0,-0.024061829615915853,No Change,1742.3585714285723,2217.10798367292,1267.6091591842248
335,2018-06-26,1691.09,1672.37,1701.57,1663.34,4.39M,4390000,6,2018,7423885100.0,0.018416028810425592,No Change,1731.4414285714295,2206.190840815777,1256.692016327082
336,2018-06-25,1663.15,1702.51,1705.0,1646.31,7.51M,7510000,6,2018,12490256500.0,-0.016521888249590444,No Change,1720.0600000000009,2194.8094122443486,1245.3105877556534
337,2018-06-22,1715.67,1742.62,1743.0,1711.9,4.08M,4080000,6,2018,6999933600.0,0.031578630911222705,No Change,1713.105714285715,2187.8551265300625,1238.3563020413676
338,2018-06-21,1730.22,1760.0,1763.1,1717.56,4.94M,4940000,6,2018,8547286800.0,0.008480651873612022,No Change,1708.362857142858,2183.1122693872057,1233.6134448985106
339,2018-06-20,1750.08,1742.5,1762.93,1741.36,4.33M,4330000,6,2018,7577846400.0,0.011478309116759622,No Change,1708.0114285714294,2182.760840815777,1233.262016327082
340,2018-06-19,1734.78,1709.04,1736.11,1700.39,4.29M,4290000,6,2018,7442206200.0,-0.008742457487657673,No Change,1707.4192857142864,2182.168697958634,1232.669873469939
341,2018-06-18,1723.79,1706.26,1726.74,1702.56,3.11M,3110000,6,2018,5360986900.0,-0.006335097245760314,No Change,1706.3314285714293,2181.080840815777,1231.5820163270819
342,2018-06-15,1715.97,1714.0,1720.87,1708.52,4.78M,4780000,6,2018,8202336600.0,-0.0045365154688216105,No Change,1706.712857142858,2181.4622693872057,1231.9634448985105
343,2018-06-14,1723.86,1713.48,1724.8,1708.87,3.17M,3170000,6,2018,5464636200.0,0.004597982482211105,No Change,1708.4364285714294,2183.185840815777,1233.687016327082
344,2018-06-13,1704.86,1702.81,1713.75,1700.12,3.33M,3330000,6,2018,5677183800.0,-0.011021776710405716,No Change,1709.2150000000008,2183.9644122443483,1234.4655877556534
345,2018-06-12,1698.75,1693.0,1699.51,1691.52,2.26M,2260000,6,2018,3839175000.0,-0.0035838719894888404,No Change,1708.1414285714295,2182.890840815777,1233.392016327082
346,2018-06-11,1689.12,1681.51,1694.24,1680.59,2.34M,2340000,6,2018,3952540800.0,-0.005668874172185534,No Change,1707.3785714285725,2182.12798367292,1232.629159184225
347,2018-06-08,1683.99,1681.12,1689.44,1673.01,2.96M,2960000,6,2018,4984610400.0,-0.003037084398976875,No Change,1706.1314285714295,2180.880840815777,1231.382016327082
348,2018-06-07,1689.3,1698.56,1699.9,1676.11,3.77M,3770000,6,2018,6368661000.0,0.0031532253754475987,No Change,1708.1878571428583,2182.937269387206,1233.4384448985109
349,2018-06-06,1695.75,1704.51,1714.5,1686.47,5.47M,5470000,6,2018,9275752500.0,0.003818149529390968,No Change,1708.5207142857155,2183.270126530063,1233.771302041368
350,2018-06-05,1696.35,1672.99,1699.0,1670.06,4.78M,4780000,6,2018,8108553000.0,0.00035382574082265533,No Change,1710.8921428571437,2185.641555101491,1236.1427306127962
351,2018-06-04,1665.27,1648.9,1665.68,1645.49,3.19M,3190000,6,2018,5312211300.0,-0.018321690688831826,No Change,1707.2921428571437,2182.041555101491,1232.5427306127963
352,2018-06-01,1641.54,1637.03,1646.73,1635.09,3.31M,3310000,6,2018,5433497400.0,-0.014249941450935943,No Change,1700.9578571428578,2175.7072693872055,1226.2084448985104
353,2018-05-31,1629.62,1623.0,1635.0,1621.35,3.17M,3170000,5,2018,5165895400.0,-0.0072614739817489235,No Change,1692.3535714285722,2167.10298367292,1217.6041591842247
354,2018-05-30,1624.89,1618.1,1626.0,1612.93,2.91M,2910000,5,2018,4728429900.0,-0.0029025171512375714,No Change,1684.5042857142867,2159.2536979586343,1209.7548734699392
355,2018-05-29,1612.87,1600.71,1621.79,1600.15,3.85M,3850000,5,2018,6209549500.0,-0.007397423825612925,No Change,1676.5814285714293,2151.330840815777,1201.8320163270819
356,2018-05-25,1610.15,1603.0,1614.12,1600.45,2.70M,2700000,5,2018,4347405000.0,-0.0016864347405555202,No Change,1669.022857142858,2143.7722693872056,1194.2734448985104
357,2018-05-24,1603.07,1598.03,1608.24,1588.38,3.43M,3430000,5,2018,5498530100.0,-0.004397105859702655,No Change,1660.3950000000007,2135.144412244348,1185.6455877556532
358,2018-05-23,1601.86,1571.05,1601.86,1566.34,3.36M,3360000,5,2018,5382249600.0,-0.0007548017241917337,No Change,1653.0378571428578,2127.7872693872055,1178.2884448985103
359,2018-05-22,1581.4,1589.89,1589.89,1575.25,2.12M,2120000,5,2018,3352568000.0,-0.012772651792291369,No Change,1644.655714285715,2119.4051265300627,1169.9063020413676
360,2018-05-21,1585.46,1585.0,1592.05,1575.0,2.93M,2930000,5,2018,4645397800.0,0.00256734539016068,No Change,1637.2514285714294,2112.000840815777,1162.502016327082
361,2018-05-18,1574.37,1581.33,1583.59,1572.1,2.64M,2640000,5,2018,4156336800.0,-0.006994815384809504,No Change,1629.4214285714293,2104.170840815777,1154.6720163270818
362,2018-05-17,1581.76,1580.56,1594.04,1573.0,2.15M,2150000,5,2018,3400784000.0,0.00469394106849097,No Change,1621.7400000000005,2096.489412244348,1146.990587755653
363,2018-05-16,1587.28,1577.5,1594.43,1576.67,2.57M,2570000,5,2018,4079309600.0,0.003489783532267809,No Change,1613.9921428571433,2088.741555101491,1139.2427306127959
364,2018-05-15,1576.12,1587.81,1587.8,1565.22,5.08M,5080000,5,2018,8006689599.999998,-0.007030895620180444,No Change,1605.4042857142863,2080.153697958634,1130.6548734699388
365,2018-05-14,1601.54,1604.0,1611.18,1600.05,2.51M,2510000,5,2018,4019865400.0,0.01612821358779804,No Change,1600.8521428571435,2075.601555101491,1126.102730612796
366,2018-05-11,1602.91,1610.99,1611.1,1597.89,2.26M,2260000,5,2018,3622576600.0,0.0008554266518476794,No Change,1598.0928571428576,2072.8422693872053,1123.3434448985101
367,2018-05-10,1609.08,1608.47,1615.6,1603.44,2.82M,2820000,5,2018,4537605600.0,0.0038492491780572897,No Change,1596.6257142857146,2071.375126530062,1121.8763020413671
368,2018-05-09,1608.0,1600.0,1608.0,1592.0,3.64M,3640000,5,2018,5853120000.0,-0.0006711909911253366,No Change,1595.4192857142862,2070.168697958634,1120.6698734699387
369,2018-05-08,1592.39,1595.0,1596.88,1582.51,3.07M,3070000,5,2018,4888637300.0,-0.009707711442786038,No Change,1593.9564285714291,2068.705840815777,1119.2070163270816
370,2018-05-07,1600.14,1589.34,1606.95,1587.83,3.80M,3800000,5,2018,6080532000.0,0.004866898184489932,No Change,1593.241428571429,2067.9908408157767,1118.4920163270815
371,2018-05-04,1580.95,1562.45,1584.9,1562.19,3.44M,3440000,5,2018,5438468000.0,-0.011992700638694176,No Change,1591.661428571429,2066.4108408157767,1116.9120163270816
372,2018-05-03,1572.08,1560.01,1574.8,1546.02,4.25M,4250000,5,2018,6681340000.0,-0.005610550618299182,No Change,1589.534285714286,2064.2836979586336,1114.7848734699385
373,2018-05-02,1569.68,1580.98,1588.5,1566.36,4.36M,4360000,5,2018,6843804800.0,-0.001526639865655599,No Change,1588.697142857143,2063.4465551014905,1113.9477306127956
374,2018-05-01,1582.26,1563.22,1585.0,1552.18,4.57M,4570000,5,2018,7230928200.0,0.008014372356148991,No Change,1588.4685714285715,2063.217983672919,1113.719159184224
375,2018-04-30,1566.13,1582.5,1596.0,1560.94,5.46M,5460000,4,2018,8551069800.000002,-0.010194279069179468,No Change,1587.8800000000003,2062.629412244348,1113.1305877556529
376,2018-04-27,1572.62,1634.01,1638.1,1567.39,13.05M,13050000,4,2018,20522691000.0,0.004143972722570721,No Change,1587.2271428571432,2061.9765551014907,1112.4777306127958
377,2018-04-26,1517.96,1485.01,1529.42,1478.5,8.80M,8800000,4,2018,13358048000.0,-0.03475728402284073,No Change,1582.2757142857147,2057.025126530062,1107.5263020413672
378,2018-04-25,1460.17,1458.0,1469.99,1415.02,6.59M,6590000,4,2018,9622520300.0,-0.038070831905979034,No Change,1573.9935714285718,2048.7429836729193,1099.2441591842244
379,2018-04-24,1460.09,1535.8,1539.5,1448.45,7.49M,7490000,4,2018,10936074100.0,-5.478814110693176e-05,No Change,1563.8900000000006,2038.639412244348,1089.140587755653
380,2018-04-23,1517.86,1546.69,1548.0,1503.41,4.47M,4470000,4,2018,6784834200.0,0.03956605414734704,No Change,1557.8150000000005,2032.564412244348,1083.065587755653
381,2018-04-20,1527.49,1561.2,1561.2,1516.09,5.54M,5540000,4,2018,8462294600.0,0.006344458645725082,No Change,1551.9871428571435,2026.736555101491,1077.237730612796
382,2018-04-19,1556.91,1543.22,1568.52,1539.06,6.52M,6520000,4,2018,10151053200.0,0.01926035522327485,No Change,1548.3378571428577,2023.0872693872052,1073.5884448985103
383,2018-04-18,1527.84,1514.65,1533.8,1504.11,5.23M,5230000,4,2018,7990603200.0,-0.01867159951442288,No Change,1543.7271428571435,2018.476555101491,1068.977730612796
384,2018-04-17,1503.83,1462.3,1507.19,1457.02,5.11M,5110000,4,2018,7684571300.0,-0.015714996334694753,No Change,1536.847857142858,2011.5972693872054,1062.0984448985105
385,2018-04-16,1441.5,1445.0,1447.0,1427.48,2.81M,2810000,4,2018,4050615000.0,-0.04144750403968533,No Change,1526.8871428571435,2001.636555101491,1052.137730612796
386,2018-04-13,1430.79,1449.13,1459.78,1424.52,3.69M,3690000,4,2018,5279615100.0,-0.0074297606659730064,No Change,1516.7950000000008,1991.5444122443482,1042.0455877556533
387,2018-04-12,1448.5,1439.5,1452.12,1435.06,3.14M,3140000,4,2018,4548290000.0,0.012377777311834759,No Change,1508.1392857142866,1982.888697958634,1033.3898734699392
388,2018-04-11,1427.05,1439.44,1448.78,1424.89,3.58M,3580000,4,2018,5108839000.0,-0.014808422506040753,No Change,1497.052857142858,1971.8022693872056,1022.3034448985106
389,2018-04-10,1436.22,1431.99,1438.38,1415.7,4.28M,4280000,4,2018,6147021600.0,0.006425843523352404,No Change,1487.7735714285723,1962.5229836729197,1013.0241591842248
390,2018-04-09,1406.08,1425.03,1438.48,1402.57,4.21M,4210000,4,2018,5919596800.0,-0.020985642868084357,No Change,1475.877857142858,1950.6272693872054,1001.1284448985105
391,2018-04-06,1405.23,1429.97,1452.5,1400.26,5.88M,5880000,4,2018,8262752400.0,-0.0006045175238961197,No Change,1467.825714285715,1942.5751265300626,993.0763020413676
392,2018-04-05,1451.75,1441.99,1459.56,1427.07,6.41M,6410000,4,2018,9305717500.0,0.03310490097706431,No Change,1467.2242857142867,1941.9736979586341,992.4748734699392
393,2018-04-04,1410.57,1358.24,1415.39,1352.88,6.98M,6980000,4,2018,9845778600.0,-0.02836576545548475,No Change,1463.6871428571437,1938.4365551014912,988.9377306127963
394,2018-04-03,1392.05,1391.38,1414.0,1355.33,10.23M,10230000,4,2018,14240671500.0,-0.013129444125424494,No Change,1454.700714285715,1929.4501265300626,979.9513020413676
395,2018-04-02,1371.99,1417.62,1421.36,1355.0,10.46M,10460000,4,2018,14351015400.0,-0.014410401925218141,No Change,1443.5935714285722,1918.3429836729197,968.8441591842247
396,2018-03-29,1447.34,1406.0,1455.47,1365.2,12.58M,12580000,3,2018,18207537200.0,0.054920225366074105,No Change,1435.7671428571437,1910.5165551014911,961.0177306127962
397,2018-03-28,1431.42,1447.0,1455.9,1386.17,13.71M,13710000,3,2018,19624768200.0,-0.010999488717232886,No Change,1428.8800000000008,1903.6294122443483,954.1305877556533
398,2018-03-27,1497.05,1572.4,1575.96,1482.32,7.00M,7000000,3,2018,10479350000.0,0.04584957594556438,No Change,1428.3957142857148,1903.1451265300623,953.6463020413673
399,2018-03-26,1555.86,1530.0,1556.99,1499.25,5.62M,5620000,3,2018,8743933200.0,0.03928392505260336,No Change,1436.5642857142864,1911.3136979586338,961.8148734699389
400,2018-03-23,1495.56,1539.01,1549.02,1495.36,8.01M,8010000,3,2018,11979435600.0,-0.03875670047433566,No Change,1441.1907142857149,1915.9401265300623,966.4413020413674
401,2018-03-22,1544.92,1565.47,1573.85,1542.4,6.32M,6320000,3,2018,9763894400.0,0.03300435957099701,No Change,1448.077857142858,1922.8272693872054,973.3284448985105
402,2018-03-21,1581.86,1586.45,1590.0,1563.17,4.75M,4750000,3,2018,7513835000.0,0.02391062320379045,No Change,1459.1357142857153,1933.8851265300627,984.3863020413678
403,2018-03-20,1586.51,1550.34,1587.0,1545.41,4.58M,4580000,3,2018,7266215800.0,0.0029395774594465074,No Change,1469.870714285715,1944.6201265300624,995.1213020413675
404,2018-03-19,1544.93,1554.53,1561.66,1525.35,6.58M,6580000,3,2018,10165639400.0,-0.0262084701640708,No Change,1479.788571428572,1954.5379836729194,1005.0391591842244
405,2018-03-16,1571.68,1583.45,1589.44,1567.5,5.43M,5430000,3,2018,8534222400.0,0.017314700342410342,No Change,1491.6778571428579,1966.4272693872053,1016.9284448985104
406,2018-03-15,1582.32,1595.0,1596.91,1578.11,4.07M,4070000,3,2018,6440042400.0,0.006769825918762074,No Change,1501.0042857142864,1975.753697958634,1026.254873469939
407,2018-03-14,1591.0,1597.0,1606.44,1590.89,4.26M,4260000,3,2018,6777660000.0,0.0054856160574345844,No Change,1513.8921428571434,1988.641555101491,1039.142730612796
408,2018-03-13,1588.18,1615.96,1617.54,1578.01,6.53M,6530000,3,2018,10370815400.0,-0.0017724701445631652,No Change,1527.9014285714293,2002.6508408157767,1053.1520163270818
409,2018-03-12,1598.39,1592.6,1605.33,1586.7,5.17M,5170000,3,2018,8263676300.000002,0.0064287423339923775,No Change,1544.0728571428576,2018.822269387205,1069.3234448985102
410,2018-03-09,1578.89,1563.5,1578.94,1559.08,4.53M,4530000,3,2018,7152371700.0,-0.012199776024624742,No Change,1553.4692857142861,2028.2186979586336,1078.7198734699386
411,2018-03-08,1551.86,1550.0,1554.88,1545.25,3.86M,3860000,3,2018,5990179600.0,-0.01711962201293327,No Change,1562.0721428571435,2036.821555101491,1087.322730612796
412,2018-03-07,1545.0,1526.52,1545.9,1522.51,4.17M,4170000,3,2018,6442650000.0,-0.0044205018493935775,No Change,1565.4971428571437,2040.2465551014911,1090.7477306127962
413,2018-03-06,1537.64,1533.2,1542.13,1528.0,4.56M,4560000,3,2018,7011638400.0,-0.004763754045307378,No Change,1564.195714285715,2038.9451265300625,1089.4463020413675
414,2018-03-05,1523.61,1494.24,1525.38,1481.0,5.23M,5230000,3,2018,7968480299.999998,-0.00912437241486963,No Change,1566.1992857142864,2040.9486979586338,1091.449873469939
415,2018-03-02,1500.25,1469.1,1501.05,1455.01,6.59M,6590000,3,2018,9886647500.0,-0.015332007534736512,No Change,1563.0085714285722,2037.7579836729196,1088.2591591842247
416,2018-03-01,1493.45,1513.6,1518.49,1465.0,6.84M,6840000,3,2018,10215198000.0,-0.0045325779036826655,No Change,1556.693571428572,2031.4429836729196,1081.9441591842246
417,2018-02-28,1512.45,1519.51,1528.7,1512.0,4.52M,4520000,2,2018,6836274000.0,0.01272222036224857,No Change,1551.4035714285724,2026.1529836729198,1076.654159184225
418,2018-02-27,1511.98,1524.5,1526.78,1507.21,4.81M,4810000,2,2018,7272623800.0,-0.00031075407451486287,No Change,1549.0500000000009,2023.7994122443483,1074.3005877556534
419,2018-02-26,1521.95,1509.2,1522.84,1507.0,4.95M,4950000,2,2018,7533652500.0,0.006594002566171486,No Change,1545.497857142858,2020.2472693872055,1070.7484448985106
420,2018-02-23,1500.0,1495.34,1500.0,1486.5,4.42M,4420000,2,2018,6630000000.0,-0.014422287197345509,No Change,1539.617857142858,2014.3672693872054,1064.8684448985105
421,2018-02-22,1485.34,1495.36,1502.54,1475.76,4.86M,4860000,2,2018,7218752400.0,-0.009773333333333413,No Change,1532.0707142857152,2006.8201265300627,1057.3213020413677
422,2018-02-21,1482.92,1485.0,1503.49,1478.92,6.30M,6300000,2,2018,9342396000.0,-0.0016292566011820722,No Change,1524.5521428571435,1999.301555101491,1049.802730612796
423,2018-02-20,1468.35,1446.49,1488.77,1446.49,6.50M,6500000,2,2018,9544275000.0,-0.009825209721360695,No Change,1515.263571428572,1990.0129836729195,1040.5141591842246
424,2018-02-16,1448.69,1457.37,1465.8,1446.56,4.47M,4470000,2,2018,6475644300.0,-0.013389178329417328,No Change,1505.963571428572,1980.7129836729196,1031.2141591842246
425,2018-02-15,1461.76,1466.89,1468.94,1436.84,5.65M,5650000,2,2018,8258944000.0,0.00902194396316669,No Change,1499.5278571428576,1974.277269387205,1024.77844489851
426,2018-02-14,1451.05,1406.25,1452.06,1403.36,5.96M,5960000,2,2018,8648258000.0,-0.0073267841506129425,No Change,1492.8171428571434,1967.5665551014908,1018.0677306127959
427,2018-02-13,1414.51,1385.93,1419.72,1383.53,5.92M,5920000,2,2018,8373899200.0,-0.025181764928844608,No Change,1484.0221428571433,1958.7715551014908,1009.2727306127958
428,2018-02-12,1386.23,1364.67,1393.81,1344.01,6.74M,6740000,2,2018,9343190200.0,-0.019992789022346916,No Change,1474.209285714286,1948.9586979586334,999.4598734699384
429,2018-02-09,1339.6,1373.49,1383.5,1265.93,14.14M,14140000,2,2018,18941944000.0,-0.03363799658065403,No Change,1462.734285714286,1937.4836979586335,987.9848734699385
430,2018-02-08,1350.5,1429.67,1433.75,1349.94,8.58M,8580000,2,2018,11587290000.0,0.00813675724096763,No Change,1452.5235714285716,1927.272983672919,977.7741591842241
431,2018-02-07,1416.78,1449.0,1460.99,1415.15,7.16M,7160000,2,2018,10144144800.0,0.04907811921510552,No Change,1445.69,1920.4394122443475,970.9405877556526
432,2018-02-06,1442.84,1361.46,1443.99,1351.79,11.07M,11070000,2,2018,15972238800.0,0.018393822611838084,No Change,1440.7514285714285,1915.500840815776,966.002016327081
433,2018-02-05,1390.0,1402.62,1458.98,1320.72,11.49M,11490000,2,2018,15971100000.0,-0.03662221729367077,No Change,1431.3264285714286,1906.075840815776,956.5770163270811
434,2018-02-02,1429.95,1477.39,1498.0,1414.0,11.13M,11130000,2,2018,15915343500.0,0.02874100719424466,No Change,1426.3228571428572,1901.0722693872046,951.5734448985097
435,2018-02-01,1390.0,1445.0,1459.88,1385.14,9.11M,9110000,2,2018,12662900000.0,-0.027938039791601144,No Change,1419.5128571428572,1894.2622693872047,944.7634448985098
436,2018-01-31,1450.89,1451.3,1472.58,1450.04,6.42M,6420000,1,2018,9314713800.0,0.04380575539568343,No Change,1417.2250000000001,1891.9744122443476,942.4755877556527
437,2018-01-30,1437.82,1403.17,1439.25,1392.0,5.87M,5870000,1,2018,8440003400.0,-0.009008263893196757,No Change,1415.044285714286,1889.7936979586334,940.2948734699385
438,2018-01-29,1417.68,1409.18,1431.39,1400.44,5.70M,5700000,1,2018,8080776000.0,-0.014007316632123512,No Change,1412.829285714286,1887.5786979586335,938.0798734699385
439,2018-01-26,1402.05,1392.01,1402.53,1380.91,4.86M,4860000,1,2018,6813963000.0,-0.011025055019468488,No Change,1408.5642857142861,1883.3136979586336,933.8148734699387
440,2018-01-25,1377.95,1368.0,1378.34,1357.62,4.75M,4750000,1,2018,6545262500.0,-0.017189115937377375,No Change,1403.3428571428576,1878.092269387205,928.5934448985101
441,2018-01-24,1357.51,1374.82,1388.16,1338.0,6.81M,6810000,1,2018,9244643100.0,-0.014833629667259318,No Change,1399.271428571429,1874.0208408157764,924.5220163270815
442,2018-01-23,1362.54,1338.09,1364.9,1337.34,5.17M,5170000,1,2018,7044331800.0,0.0037053134046893814,No Change,1397.5792857142862,1872.3286979586337,922.8298734699388
443,2018-01-22,1327.31,1297.17,1327.45,1296.66,4.14M,4139999,1,2018,5495062072.69,-0.02585612165514406,No Change,1396.7014285714292,1871.4508408157767,921.9520163270818
444,2018-01-19,1294.58,1312.0,1313.0,1292.99,4.58M,4580000,1,2018,5929176400.0,-0.024658896565233457,No Change,1392.7071428571435,1867.456555101491,917.957730612796
445,2018-01-18,1293.32,1293.95,1304.6,1284.02,4.03M,4030000,1,2018,5212079600.0,-0.0009732886341515813,No Change,1383.888571428572,1858.6379836729195,909.1391591842246
446,2018-01-17,1295.0,1312.24,1314.0,1280.88,5.25M,5250000,1,2018,6798750000.0,0.0012989824637368306,No Change,1373.328571428572,1848.0779836729196,898.5791591842246
447,2018-01-16,1304.86,1323.0,1339.94,1292.3,7.22M,7220000,1,2018,9421089200.0,0.0076138996138994655,No Change,1367.2471428571437,1841.9965551014911,892.4977306127962
448,2018-01-12,1305.2,1273.39,1305.76,1273.39,5.44M,5440000,1,2018,7100288000.0,0.0002605643517312739,No Change,1358.3364285714292,1833.0858408157767,883.5870163270818
449,2018-01-11,1276.68,1259.74,1276.77,1256.46,3.13M,3130000,1,2018,3996008400.0,-0.021851057309224653,No Change,1350.2421428571436,1824.991555101491,875.4927306127961
450,2018-01-10,1254.33,1245.15,1254.33,1237.23,2.69M,2690000,1,2018,3374147700.0,-0.017506344581257768,No Change,1336.2021428571436,1810.951555101491,861.4527306127961
451,2018-01-09,1252.7,1256.9,1259.33,1241.76,3.66M,3660000,1,2018,4584882000.0,-0.001299498537067456,No Change,1322.9792857142863,1797.7286979586338,848.2298734699389
452,2018-01-08,1246.87,1236.0,1253.08,1232.03,4.28M,4280000,1,2018,5336603600.0,-0.004653947473457487,No Change,1310.7785714285721,1785.5279836729196,836.0291591842247
453,2018-01-05,1229.14,1217.51,1229.14,1210.0,3.54M,3540000,1,2018,4351155600.0,-0.014219605893156297,No Change,1298.4278571428579,1773.1772693872053,823.6784448985104
454,2018-01-04,1209.59,1205.0,1215.87,1204.66,3.02M,3020000,1,2018,3652961800.0,-0.0159054298127147,No Change,1286.4021428571434,1761.1515551014909,811.652730612796
455,2018-01-03,1204.2,1188.3,1205.49,1188.3,3.11M,3110000,1,2018,3745062000.0,-0.004456055357600408,No Change,1275.4514285714292,1750.2008408157767,800.7020163270818
456,2018-01-02,1189.01,1172.0,1190.0,1170.51,2.69M,2690000,1,2018,3198436900.0,-0.012614183690416891,No Change,1263.0564285714293,1737.8058408157767,788.3070163270818
457,2017-12-29,1169.47,1182.35,1184.0,1167.5,2.69M,2690000,12,2017,3145874300.0,-0.01643383991724201,No Change,1251.7821428571435,1726.531555101491,777.0327306127961
458,2017-12-28,1186.1,1189.0,1190.1,1184.38,1.84M,1840000,12,2017,2182424000.0,0.014220116805048422,No Change,1244.033571428572,1718.7829836729195,769.2841591842246
459,2017-12-27,1182.26,1179.91,1187.29,1175.61,1.87M,1870000,12,2017,2210826200.0,-0.0032375010538739928,No Change,1236.1007142857147,1710.8501265300622,761.3513020413673
460,2017-12-26,1176.76,1168.36,1178.32,1160.55,2.01M,2009999,12,2017,2365286423.24,-0.004652106981543835,No Change,1227.6550000000004,1702.404412244348,752.905587755653
461,2017-12-22,1168.36,1172.08,1174.62,1167.83,1.59M,1590000,12,2017,1857692400.0,-0.007138243991978044,No Change,1217.9050000000004,1692.654412244348,743.155587755653
462,2017-12-21,1174.76,1175.9,1179.17,1167.64,2.12M,2120000,12,2017,2490491200.0,0.005477763702968375,No Change,1208.5878571428573,1683.3372693872047,733.8384448985098
463,2017-12-20,1177.62,1190.5,1191.0,1176.0,2.37M,2370000,12,2017,2790959399.9999995,0.002434539820899584,No Change,1201.512142857143,1676.2615551014906,726.7627306127956
464,2017-12-19,1187.38,1189.15,1192.97,1179.14,2.59M,2590000,12,2017,3075314200.0000005,0.008287902719043672,No Change,1196.73,1671.4794122443475,721.9805877556526
465,2017-12-18,1190.58,1187.37,1194.78,1180.91,2.95M,2950000,12,2017,3512211000.0,0.0026950091798749747,No Change,1192.2928571428572,1667.0422693872047,717.5434448985097
